id_especialista,nombre,sede,zona
790,CHARLES WILLIAM ENRIQUEZ,2,N
791,SUR JANETH ROCIO ZU•IGA V,2,N
792,S.LAURA BARRERA,2,S
793,MANUALIDADES ROMULIN,2,C
794,CARRUSEL ACADEMIA DE BELLEZA,2,S
795,ESC FUTBOL WILINTON ORTIZ,2,
796,COLEGIO INCOVAL,2,S
797,POLITECNICO EMPRESARIAL P,2,
798,FCECEP,2,S
799,LOS ARRAYANES,2,S
800,FABIAN FORERO CTRO MEDICO,2,
801,ANGELA MARIA JARAMILLO,2,N
802,DIEGO SAA NAVIA,2,
803,OPTICA SOLO 2 A 6 BOULEVA,2,N
805,CLUB BIENESTAR,2,
807,OFTALMOLOGOS DEL VALLE,2,S
808,OFTALASER CENTRO DE OFTAM,2,N
809,GRACIELA GONZALEZ,2,
816,ANA LUCIA PAREDES,2,
817,BAHIA DEL SOL HOTEL,2,N
818,FUNAP CC PARAMEDICOS,2,N
822,GUSTAVO RUIZ,2,S
825,LUIS FELIPE SAAVEDRA ESCO,2,N
827,QX VASCULAR TEQUENDAMA,2,
828,MARCO EMILIO OCAMPO,2,N
829,ALIX DOMINIQUE GOMEZ,2,S
830,MAURICIO VALLEJO,2,
831,ZYNKO SALUD,2,S
832,SALUD DENTAL PASOANCHO,2,
833,BEATRIZ MORENO GOMEZ,2,S
834,MARIA CONSUELO ZUÒIGA,2,S
835,PAULA ANDREA MONROY,2,N
836,PATRICIA MORALES CM SAN F,2,
837,GUSTAVO ROSALES,2,
839,SONIX SOLUCIONES AUDITIVA,2,N
840,CM ABI YUMBO,2,
841,SUR. MD PREANESTECIA INST,2,
843,MABEL XIMENA AVILA ESCOBA,2,
844,TECNISALUD CALI,2,S
846,IPS FOMENTO,2,
847,BIODENT ODONTOLOGIA,2,
848,BIODENT PERIODONCIA,2,
849,BIODENT MAGALY CUADROS,2,
850,ALTERNATIVAS EN SALUD,2,
851,A.C.A ASISTENCIA COMPUTAR,2,
852,ALBERTO HINCAPIE,2,S
854,EDWIN RODRIGUEZ,2,
855,WILLIAM IZQUIERDO,2,
856,JAIME BACAL GUTIERREZ,2,S
857,HAROLD LOSADA,2,S
858,CARLOS RIVERA,2,S
859,MARIA CATALINA FERREIRA,2,
860,POLITECNICO FRANCISCO DE,2,
862,DIANA XIMENA VERA BORJA,2,
863,ALIN ABREU LOMBA,2,S
864,DIANA PATRICIA AGUIRRE VE,2,N
865,SUR.LILIANA VELAZQUEZ COR,2,
866,ADRIANA DUQUE,2,
869,FERDANDO JOSE PARODY TORR,2,
870,LUIS ALFONSO GOMEZ,2,N
871,UNICARDIOS CENTRO MEDICO,2,
873,SANDRA RIVERA,2,S
874,NUBIA IRENE MOSQUERA,2,S
875,CLIN OFTALMOLOG D' CALI,2,S
876,CLINICA OFTALMOLOGICA DE CALI S.A.,2,S
877,FABIAN A FORERO,2,
878,CLINICA OFTALMOLOGICA DE CALI S.A.,2,S
879,MD GASTROPEDIATRA FUNDACI,2,
880,DIONY RODRIGUEZ,2,N
881,OPTICA DANNY,2,N
882,CARLOS FERNANDO COBO,2,N
883,MD NEFROLOGO FUNDACION VA,2,
884,CARLOS BARBATO,2,
885,IPS CEIBAS,2,
886,IPS CEIBAS,2,
887,LINA MARITZA CIFUENTES,2,N
888,MARIA FERNANDA RESTREPO,2,C
889,CENTRO PULMONAR DE OCCIDENTE,2,N
891,LA PRIMAVERA CENTRO TURIS,2,
892,MARIANA ORBE MENA NEUROLO,2,N
894,SUR. SANDRA GARCIA QUANTA,2,
895,MD REUMATOLOGIA FUNDACION,2,
896,MD NEFROLOGO FUNDACION VA,2,
897,MD NEUROLOGO PEDIATRA FUN,2,
898,MD ALERGISTA PEDIATRA FUN,2,
899,MD ENDOCRINO FUNDACION VA,2,
900,MD HEMATOPEDIATRA FUNDACI,2,
901,MD CIRUJANO VASCULAR FUND,2,
902,MD REUMA TEQ FUNDACION VA,2,
903,MD CARDIOLOGIA FUNDACION,2,
904,MD GINECOLOGIA FUNDACION,2,
905,SUR.FUNDACION VALLE DE LI,2,
906,MD SPIQUIATRIA FUNDACION,2,
907,CIRUJANO CARDIACO FUNDACI,2,
908,MD TRAUMATOLOGIA FUNDACIO,2,
909,MD HEPATOLOGO FUNDACION V,2,
910,MD ALGESIOLOGO FUNDACION,2,
911,FUNDACION VALLE DEL LILI,2,
912,MD GASTROENTEROLOGO VALLE,2,
913,MD OTORRINO VALLE DEL LIL,2,
914,MD UROLOGIA TEQ VALLE DEL,2,
915,MD COLOPROCTOLOGO VALLE D,2,
916,MD DERMATOLOGO VALLE DEL,2,
917,MD NEUROCIRUJANO VALLE DE,2,
918,MD UROLOGO VALLE DEL LILI,2,
919,MD PEDIATRA VALLE DEL LIL,2,
920,LUIS ALONSO JARAMILLO,2,S
921,MD ALERGISTA FUNDACION VA,2,
922,EDDA MITZI GUZMAN,2,N
923,MD GINECOLOGIA FUNDACION,2,
924,CLAUDIA MARCELA OSORIO,2,S
925,  CLAUDIA M OSORIO,2,S
926,HEMELINA QUINTERO,2,N
927,MD NEUMOLOGO VALLE DEL LI,2,
928,MD NEFROLOGO PEDIATRA VAL,2,
929,MD GERIATRA VALLE DEL LIL,2,
930,MD HEMATOLOGIA VALLE DEL,2,
931,SUR. FUNDACION VALLE DEL,2,
932,MD OFTAMOLOGO VALLE DEL L,2,
933,MD ENDOCRINO PEDIATRA VAL,2,
934,EMERDOM LTDA,2,N
935,MD PSICOLOGIA FUNDACION V,2,
936,MD NUTRICION VALLE DEL LI,2,
937,MERCEDES ADRIANA ZAPATA,2,S
938,MARIA CECILIA LASSO ROSER,2,
940,HEMATOPEDIATRA VALLE DEL,2,
941,SONRISA PERFECTA,2,S
942,SONRISA PERFECTA,2,S
943,ZOOLOGICO DE CALI,2,N
944,SONRISA BY GUILLERMO LEYVA,2,N
945,SONRISA PERFECTA,2,S
946,SENTIR FISIOTERAPIA,2,N
947,MARIA VICTORIA PEREZ FERN,2,
948,INES LUCIA MARTINEZ,2,N
949,DIEGO JULIAN DIAZ,2,N
951,LABORATORIO CLINICO LTDA.,2,
952,MARIA MERCEDES GOMEZ,2,
953,SUR.SILVIA PERAFAN SANTIL,2,
954,ZYNKO SALUD,2,S
955,SENTIR FISIOTERAPIA AVANZADA,2,N
956,N.SENTIR FISIOT AVANZADA,2,N
958,SUR.HUMBERTO REY CLINICA,2,
959,FABIO RIVERA,2,
960,CENCOES 10% CAPACITACION-,2,
961,MD NEUMOLOGO PEDIATRA VAL,2,
962,CARDIOMEDICOS,2,S
963,CARDIOMEDICOS,2,S
964,CENTRO DERMATOLOGICO DEL,2,
965,ERNESTO DUE—AS CENTRO DER,2,
966,MARIA ISABEL PAZ,2,S
967,JULIO CESAR HOOKER,2,S
974,CARLOS TRIANA,2,O
975,MD NEUROSICOLOGIA FUNDACI,2,
976,MD RETINOLOGO FUNDACION V,2,
977,MD MASTOLOGO FUNDACION VA,2,
978,MD SIQUIATRIA FUNDACION V,2,
979,CARDIOMEDICOS NORTE,2,
980,LINA MARIA TRIANA,2,O
981,JUAN CARLOS POSADA,2,S
982,LABORATORIO CLINICO LTADA,2,
983,MELBA LABRADA,2,N
984,FERNANDO VASQUEZ,2,
987,SUR GRUPO CARDIOLOGICO DE,2,
988,SUR.CLINICA FARALLONES LE,2,
989,DIANA ESTELA DUARTE M,2,S
990,SUR.NEFROINTEGRAL CARLOS,2,
992,MD ONCOLOGO VALLE DEL LIL,2,
993,SANDRA TAPASCO,2,S
994,SONRISA BY GUILLERMO LEYVA,2,N
995,SUR.OPTICA UVEX,2,
996,SUR.HAROL PADILLA GASTRO-,2,
997,CENTRO DE REHABILITACION INTEGRAL S.A.S,2,S
998,CARDIO SALUD  LTDA,2,S
999,ALBA LUCIA MONDRAGON,2,S
2771,SUR.AGROCAN ALAMEDA,2,S
2772,SUR.RANCHO CLARO VIA EL C,2,N
2773,TRUCOS PELUQUERIA NELSON,2,N
2774,S.SCREEN GRAF CESAR PIA,2,
2775,  TURISTICA VIAJES,2,S
2776,SUR.DY CALZADO OMAR CUTIV,2,
2777,CARAMELO TORTAS Y POSTRES,2,S
2778,FAJAS ALZATE,2,S
3000,MILANO CLINICA ODONTOLOGICA,2,N
3001,MEDIFISICA,2,C
3002,MEDIFISICA,2,S
3003,MEDIFISICA,2,S
3004,MEDIFISICA,2,S
3005,MEDIFISICA,2,S
3006,OSCAR FERNANDO GOMEZ,2,N
3007,SINGER DISTRIBUIDORA SC,2,C
3008,LUIS GUILLERMO PAPARO,2,S
3009,CAROLINA ALARCON,2,S
3010,ANGELA MARIA JARAMILLO,2,S
3011,FUNDACION OFTALMOLOGICA DEL VALLE,2,S
3012,FUNDACION OFTALMOLOGICA DEL VALLE,2,S
3013,EDUARDO PEREA VIVAS,2,S
3014,S.CLI OFTALMOLOGICA D CAL,2,S
3015,HERNAN HUMBERTO MORA ESTRELLA,2,S
3017,MEDIFISICA,2,S
3018,CTRO ORTOPEDICO CAMINA,2,N
3019,ANDRES FELIPE REYES,2,N
3020,FERNANDO URIBE SATIZABAL,2,N
3021,CLINICA ESPECIALIZADA ODONTOPREVENIR,2,N
3022,APOYO MEDERID,2,S
3023,APOYO MEREDI,2,S
3024,CACHORROS & MAS,2,S
3025,ADARA S.A.S.,2,S
3026,ADARA S.A.S,2,S
3027,ADARA S.A.S.,2,S
3028,FUNCANCER,2,S
3029,FUNCANCER,2,S
3030,FUNCANCER,2,S
3031,FUNCANCER,2,S
3032,FUNCANCER,2,S
3033,VLADIMIR LUIS CARMONA,2,N
3034,INSTITUTO DE DIAGNOSTICO MEDICO DESA,2,S
3035,CARLOS RAFAEL FAJARDO,2,N
3036,CARLOS RAFAEL FAJARDO,2,N
3039,S.E.R SERVICIOS DE ESPECIALISTAS EN REHABILITAC,2,N
3040,LINFASALUD SAS,2,S
3041,LINFASALUD SAS,2,S
3042,S.E.R SERVICIOS DE ESPECI,2,N
3043,S.E.R SERVICIOS DE ESPECI,2,N
3044,JOSE SAULO TORRES,2,S
3045,CLINICA PSICOLOGICA,2,N
3046,CLINICA PSICOLOGICA,2,N
3047,CLINICA PSICOLOGICA,2,N
3048,CLINICA PSICOLOGICA,2,N
3049,ENFERMERAS SERVICIOS INTEGRALES,2,N
3050,CLINICA PSICOLOGICA,2,N
3051,GUILLERMO SALGUERO R,2,S
3052,FABIOLA DIAZ ABOGADA,2,N
3053,GONZALO MARTINEZ,2,S
3054,RAMIRO TASCON SALCEDO,2,N
3055,ESCUELA DEPORTIVA REDES,2,S
3056,ZYNKO SALUD,2,S
3057,ZYNKO SALUD,2,S
3058,DIEGO HERNAN DIAZ VARELA,2,N
3059,ANA CEPEDA AMORIM,2,S
3060,JOSE SAULO TORRES,2,S
3061,JOSE LARRY FRANCO,2,S
3062,VIRGINIA PALACIOS BERNAL,2,N
3063,GUIOVANNY OJEDA LASPRILLA,2,N
3064,CAMP Y ECOTURIS BERLIN,2,N
3065,ELIANA GAVIRIA LLANOS,2,S
3066,MARIA DE LOS ANGELES ROJAS,2,N
3067,FOMENTO IPS,2,N
3069,IPS FOMENTO,2,C
3070,CRUZ ROJA  AMBULANCIA,2,S
3071,USA SPORT GYM,2,N
3072,CENTRO VASCULAR DE OCCIDENTE,2,N
3073,ELIZABETH TRULLAS Y CIA SAS,2,S
3074,ELIZABETH TRULLAS Y CIA SAS,2,S
3075,ELIZABETH TRULLAS,2,S
3076,ELIZABETH TRULLAS,2,S
3077,IPS CORSALUD,2,S
3078,MARITZA CABALLERO MENDOZA,2,S
3079,NEUROFIC LTDA,2,N
3080,PROFAMILIA TEQUENDAMA,2,S
3081,NEUROCLINICA INTEGRAL SAS,2,S
3082,NEUROCLINICA INTEGRAL SAS,2,S
3083,YAMILETH CRUZ ARARAT,2,S
3084,MARIA ALEJANDRA PULIDO,2,S
3085,RAFAEL ENRIQUE BARRIOS,2,N
3086,CLUB NOEL HOSPITAL,2,N
3087,CLUB NOEL HOSPITAL,2,N
3088,PROFAMILIA,2,S
3089,PROFAMILIA,2,S
3090,PROFAMILIA,2,N
3091,PROFAMILIA,2,N
3092,CRISTINA ELIANA PEREZ PORTILLA,2,S
3093,ENFERMERAS SERVICIOS INTEGRALES,2,N
3094,SALUD FISICA INTEGRAL,2,S
3095,SALUD FISICA INTEGRAL,2,S
3096,SALUD FISICA INTEGRAL,2,S
3097,SALUD FISICA INTEGRAL,2,S
3098,SALUD FISICA INTEGRAL,2,S
3099,SALUD FISICA INTEGRAL,2,S
3100,SALUD FISICA INTEGRAL,2,S
3101,SALUD FISICA INTEGRAL,2,S
3102,SALUD FISICA INTEGRAL,2,S
3103,AMBUMEDICA,2,S
3104,GLORIA VILLA,2,S
3105,MACARIO RAMOS,2,S
3106,MACARIO RAMOS,2,S
3107,LINA MARIA RODRIGUEZ,2,S
3108,SANDRA ARDILA,2,S
3109,SANDRA ARDILA,2,N
3110,FUNDACION LIGA COLOMBIANA CONTRA LA EPILEPSIA,2,N
3111,HOTEL NEVADA,2,N
3112,CARLOS RAFAEL FAJARDO,2,S
3113,CARLOS RAFAEL FAJARDO P.,2,S
3114,PLANTILLAS Y ORTESIS TUNE,2,C
3115,CAMILO VARGAS,2,S
3116,CAMILO VARGAS,2,S
3117,CLUB NOEL HOSPITAL,2,N
3118,JUAN CARLOS ROJAS ARANGO,2,N
3119,CENTRO VASCULAR DE OCCIDENTE,2,N
3120,ALEXANDRA MARIA OSORIO,2,S
3121,ACOUSTIC SYSTEM,2,S
3122,ACOUSTIC SYSTEM,2,N
3123,MARIA VICTORIA ORREGO,2,S
3124,MARIA VICTORIA ORREGO,2,N
3125,FUNDA LIGA COLOM EPILEP,2,N
3126,FUNDACION LIGA COLOMBIANA CONTRA LA EPILEPSIA,2,S
3127,FUNDACION LIGA COLOMBIANA CONTRA LA EPILEPSIA,2,S
3128,FUNDACION LIGA COLOMBIANA CONTRA LA EPILEPSIA,2,S
3129,FUNDACION LIGA COLOMBIANA CONTRA LA EPILEPSIA,2,S
3130,FUNDACION LIGA COLOMBIANA CONTRA LA EPILEPSIA,2,S
3131,FUNDACION LIGA COLOMBIANA CONTRA LA EPILEPSIA,2,S
3132,FUNDACION LIGA COLOMBIANA CONTRA LA EPILESPIA,2,S
3134,ACOUSTIC SYSTEM,2,S
3135,ACOUSTIC SYSTEM,2,N
3136,CECILIA ZAMORANO,2,S
3137,ALEJANDRO QUINTERO,2,S
3138,NESTOR RUEDA,2,S
3139,NESTOR RUEDA,2,S
3140,YAUCITH CECILIA AREVALO M,2,S
3141,CECILIA AREVALO M,2,S
3142,FUNDACION ARTISTICA STILO Y SABOR,2,S
3143,CLUB NOEL HOSPITAL,2,S
3144,CLUB NOEL HOSPITAL,2,S
3145,FUNDACION REINA ISABEL,2,S
3146,CENTRO DE DIAGNOSTICO,2,S
3147,DINAMICA IPS,2,N
3148,PANACATOURS,2,S
3149,PROFAMILIA TEQUENDAMA,2,S
3150,PROFAMILIA VERSALLES,2,N
3151,INSTITUTO OCULAR DE OCCIDENTE,2,N
3152,RIDOC SAS,2,N
3153,DAVID CUBILLOS,2,S
3154,ANGELICA VARGAS FLOREZ,2,S
3155,JAIME OLAYO MURIEL,2,N
3156,FUNDACION CLINICA INFANTIL CLUB NOEL,2,S
3157,JAIME ANDRES ROA SILVA,2,S
3158,DANICE GUILLERMINA REYES,2,N
3159,ANGELI RAMOS CARDOZO,2,N
3160,EXERGYM GYM,2,S
3161,FISIOTERAPIA CENTRO ESPECIALIZADO E.U.,2,S
3162,INTIFAJAS S.A.S,2,S
3163,CENTRO MEDICO TEQUENDAMA IPS,2,S
3164,ENFERNERAS SERVICIOS INTEGRALES,2,N
3165,ENFERMERAS SERVICIOS INTEGRALES,2,N
3166,ENFERMERAS SERVICIOS INTEGRALES,2,N
3167,ENFERMERAS SERVICIOS INTEGRALES,2,N
3168,ENFERMERAS SERVICIOS INTEGRALES,2,N
3169,ENFERMERAS SERVICIOS INTEGRALES,2,N
3170,CENTRO QUIROPRACTICO DR. HASSAN S.A.S.,2,N
3171,CAROLINA ARDILA HOLGUIN,2,S
3172,CARLOS ALBERTO  CALLE,2,S
3173,JORGE KARIM ASSIS,2,N
3174,SERVICIOS MEDICOS INTEGRALES SEMI S.A.S,2,N
3175,FIDESSAVID,2,S
3176,STELLA DIAZ TORRES,2,S
3177,UNIDOLOR S.A.S IPS,2,N
3178,UNIDOLOR S.A.S IPS,2,N
3179,OMI CLINICA ODONTOLOGICA,2,S
3180,OMI CLINICA ODONTOLOGICA,2,S
3181,OMI CLINICA ODONTOLOGICA,2,E
3182,ITGEM  INSTITUTO TECNICO DE GESTION EMPRESARIAL,2,N
3183,OMAR RIVERA BELTRAN,2,N
3184,CLUB NOEL HOSPITAL,2,N
3185,CHD CARDIO,2,N
3186,GESTION FINANCIERA,2,N
3187,GENOMICS SAS,2,S
3188,UNIDOLOR S.A.S IPS,2,N
3189,CLENIA DIAZ GONZALEZ,2,S
3190,LUIS FERNANDO URIBE COCK,2,S
3191,LUIS FERNANDO URIBE COCK,2,S
3192,LUIS FERNANDO URIBE COCK,2,S
3193,TEOS-TERAPIA ESPECIALIZADA PARA LA OCUPACION,2,S
3194,TEOS-TERAPIA ESPECIALIZADA PARA LA OCUPACION,2,S
3195,TEOS-TERAPIA ESPECIALIZADA PARA LA OCUPACION,2,S
3196,TEOS-TERAPIA ESPECIALIZADA PARA LA OCUPACION SA,2,S
3197,TEOS-TERAPIA ESPECIALIZADA PARA LA OCUPACION SA,2,S
3198,TEOS-TERAPIA ESPECIALIZADA PARA LA OCUPACION SA,2,S
3199,MEJORANDO Y RESPIRANDO,2,S
3200,SANTA ISABEL,2,N
3201,ACADEMIA DE CONDUCCION SANTA ISABEL,2,N
3202,GENOMICS SAS,2,S
3203,GUSTAVO ADOLFO PERLAZA,2,S
3204,FUNDACION PILSEN WELINESS CENTER,2,S
3205,GIOVANY RAMOS CARDOZO,2,S
3206,CINPRO S.A.S.,2,S
3207,CINPRO S.A.S.,2,S
3208,DINAMICA IPS,2,S
3209,ANGIOGRAFIAS DE OCCIDENTE,2,N
3210,ANGIOGRAFIAS DE OCCIDENTE,2,N
3211,ANGIOGRAFIA DE OCCIDENTE,2,N
3212,ANGIOGRAFIA DE OCCIDENTE,2,N
3213,ANGIOGRAFIA DE OCCIDENTE,2,N
3214,DIGIMAGE IMAGENES DIAGNOSTICAS,2,S
3215,NEUROFIC LTDA,2,N
3216,CENTRO VASCULAR DE OCCIDENTE,2,S
3217,CESAR MARINO FERREROSA,2,S
3218,SAMMY OROZCO GARCIA,2,S
3219,CLUB NOEL,2,N
3220,AMOR Y VIDA SALUD INTEGRAL,2,N
3221,AMOR Y VIDA SALUD INTEGRA,2,N
3222,AMOR Y VIDA SALUD INTEGRA,2,N
3223,CARLOS ENRIQUE TORO,2,S
3400,JORGE HOLGUIN,2,N
3401,HELENA ROMERO-RESPIRATORI,2,S
3402,SUR.HELENA ROMERO FARALLO,2,
3403,SORY ROSERO,2,S
3404,MAURICIO LOPEZ,2,S
3405,SONRISA P CLAUDIA RODRIGU,2,
3407,JUAN CARLOS LOPEZ,2,S
3408,LUCIANO ARROYAVE,2,
3409,LUCIANO ARROYAVE,2,
3410,CM SANTA CLARA ELIZABET V,2,
3411,LABORATORIO ELIZABETH VALENCIA,2,S
3412,ALBA LUCIA MONDRAGON,2,S
3414,MARTHA LUCIA CUBILLOS,2,N
3415,ELIECER GUEVARA,2,
3416,ALIZ DOMINIQUE GOMEZ,2,
3417,CENTRO RADIOLOGICO ORAL Y MAXILOFACIAL CROMAX,2,S
3418,CROMAX RADIOLOGIA DIGITAL,2,N
3419,SONRISA BY GUILLERMO LEYVA,2,N
3420,SUR.LUCIO GUZMAN MACIAS F,2,
3421,MAMA EN FORMA EMBARAZADAS,2,
3422,MARYSOL REBOLLEDO,2,S
3423,SONRISA PERFECTA,2,S
3424,SONRISA PERFECTA,2,S
3425,SONRISA PERFECTA,2,S
3426,SONRISA PERFECTA,2,S
3427,NIDIA ESCOBAR CM MEDERIS,2,
3428,NELSA ARROYAVE,2,
3429,MARYLU TOVAR DAUJESS,2,
3431,CLINICA UROLOGICA SALUS F,2,
3432,  DOLLY ARISTIZABAL,2,S
3433,GUSTAVO CORREDOR PERDOMO,2,N
3434,PAULA ANDREA MONROY,2,N
3435,FUNDACION VALLE DE LILI,2,
3436,S.CLIN LA ESPERANZA,2,S
3437,CLIN. LA ESPERANZA RENACE,2,
3438,CLI. LA ESPERANZA CITAS T,2,
3439,CLIN. LA ESPERANZA RENACE,2,
3440,S.CLINICA LA ESPERANZA,2,S
3441,LUIS DUENAS,2,S
3442,RAYOS X DE OCCIDENTE,2,N
3443,SONRISA PERFECTA,2,S
3444,SUR.NEFROINTEGRAL LUIS MA,2,
3445,INDIRA ROSERO,2,S
3446,INDIRA ROSERO,2,S
3447,  JULIO CESAR MEZA M,2,S
3449,CLINICA DE LA VISION,2,N
3450,ANA ELISA BUSTOS CLINICA,2,
3451,KINESIS DOLOR Y REHABILITACION,2,N
3452,CARLOS FERNANDO ROSERO ME,2,N
3453,MAURICIO ESCOBAR CFRI  DA,2,
3454,CLINICA DE REMEDIOS,2,N
3455,SUR.OPTICA PASOANCHO 20%,2,
3456,APROSOL PREICFES,2,C
3457,ENDOMET SAS,2,S
3458,ENDOMET SAS,2,S
3459,CARLOS FERNANDO ROSERO M,2,
3460,ENDOCIRUJANOS LTDA,2,S
3461,FUNDACION VALLE DE LILI,2,
3462,OPTICA DANNY *FLORIDA-VAL,2,
3463,OPTICA DANNY *FLORIDA-VAL,2,
3464,LINA CASTILLO,2,N
3465,UNIDOLOR S.A.S IPS,2,N
3466,DENTAL CLUB MAURICIO JIME,2,
3467,DENTAL CLUB DAVID TORO,2,
3468,"DENTAL CLUB ESCOBAR, STDE",2,
3469,DENTAL CLUB GIOVANNA PAZ,2,
3490,WILSON RENE PINILLOS Z,2,N
3492,FUNDACION VALLE DE LILI C,2,
3494,LUIS FERNANDO CARDENAS,2,S
3495,CENTRO MEDICO TEQUENDAMA IPS,2,S
3496,JUAN PABLO ACEVEDO,2,N
3497,FUNDACION VALLE DE LILI,2,
3498,RAMON Y CAJAL MD NEFROLOG,2,
3499,RAMON Y CAJAL MD TRAUMATO,2,
3500,RAMON Y CAJAL MD GINECOLO,2,
3501,RAMON Y CAJAL MD ONCOLOGI,2,
3502,RAMON Y CAJAL MD CIRUGIA,2,
3503,FUNDACION VALLE DE LILI,2,
3504,HORACIO RUIZ TENORIO NO H,2,
3505,MARIA XIMENA OCAMPO B,2,N
3507,FUNDACION VALLE DE LILI,2,
3512,SUR.PEDIMED PAOLA ANDREA,2,
3513,SUR.PEDIMED LAURA VICTORI,2,
3514,SUR.PEDIMED MARIA VICTORI,2,
3516,MARIA XIMENA OCAMPO B,2,N
3517,JUAN CARLOS MAYA,2,S
3518,SUR.LILIANA SANABRIA SANT,2,
3522,ESTETICA FACIAL DR JULIAN,2,
3523,SUR.LILIANA VELASQUEZ COR,2,
3524,DEISY YINETH MENA RENTERI,2,
3525,GRUPO CARDIOLOGICO DE LOS,2,
3526,SUR.HOSPITAL UNIVERSITARI,2,
3529,SUR.DIANA PATRICIA AGUIRR,2,
3530,OTRA CLINICA,2,
3531,FABIO MURILLO RODRIGUEZ,2,
3532,JUAN CARLOS VELASCO,2,
3533,CENTRO MEDICO TEQUENDAMA IPS,2,S
3534,DIANA PATRICIA HENAO RODR,2,
3535,DIANA PATRICIA HENAO RODR,2,
3536,MIGUEL ANTONIO QUINTERO,2,N
3537,SUR.DIEGO MAURICIO ORDOÒE,2,
3538,SONRISA PERFECTA,2,S
3539,JUAN CARLOS MARIN SILVA C,2,
3540,CHD CARDIO,2,N
3541,RADOMAX TECNOLOGIA DIGITAL,2,N
3542,SUR.CARLOS CHAVARRO CLINI,2,
3543,RIDOC SAS,2,N
3544,S. JAVIER CASTELBLANCO,2,E
3545,CLINICA SIGMA,2,N
3546,CLINICA SIGMA,2,N
3547,NORA BEATRIZ SANCHEZ  C,2,S
3548,CLINICA EL TREBOL,2,E
3549,JULIANA CLAROS EDIF COOME,2,
3550,GRUPO AV SAS- OPTICALIA DRES ALGARRA Y VALERO,2,S
3551,CENTRO ESPECIALIZADO DE COLUMNA Y REHABILITACIO,2,S
3552,SUR.CARLOS HERNAN MEJIA C,2,
3553,DENTAL ORTHODONTICS,2,S
3554,SUR.RENACER VITAL PAULA B,2,
3555,SUR.ECO ANDES CLINICA LOS,2,
3556,SUR.EUROESTETICA SPA  -20,2,
3557,MIGUEL A QUINTERO M CLINI,2,
3558,SUR. EUROESTETICA SPA DRA,2,
3559,AUDIOCOM,2,S
3560,DREAMS BODY GYM 15% DSCTO,2,N
3561,JULIAN CRUZ GIMNASIO 20%,2,
3562,S.LIGA VALLECAUCANA DE,2,S
3563,"S.HOTEL KARLO 15,20,25",2,
3564,ACADEMIA DE BAILE RUCAFE,2,
3565,CTRO MED VETERINARIO BURI,2,
3566,CENTRO MED VETER CEMEVAL,2,
3567,DE LA ROCHE TOURS EXCURSI,2,
3568,VARIEDADES MIGUELO DSCTOS,2,
3569,MULTIMADERAS CALI DSCTOS,2,
3570,SONRISA BY GUILLERMO LEYVA,2,N
3571,EDUARDO RENGEL,2,N
3572,MARIA JOSE MORAN,2,S
3580,S.INGLES HOWARD ACADEMY,2,S
3581,SUR.FLORISTERIA AROMA FLO,2,
3582,SUR.GIOVANNA P RODRIGUEZ,2,
3583,SUR.SANDRA VIVIANA GUERRE,2,
3585,URIEL ALZATE CLINICA VERS,2,
3586,VICTOR JESUS RIVERA RIVERA,2,S
3587,VICTOR JESUS RIVERA RIVERA,2,S
3588,ALBA LUCIA MONDRAGON,2,S
3589,SUR.BUSHIDO ESCUELA DE AR,2,
3590,CENTRO MEDICO TEQUENDAMA IPS,2,S
3591,EDGAR CANTILLO CLINICA FA,2,
3592,EDGAR CANTILLO SANCHEZ,2,N
3593,CENTRO DE ESTETICA TEQUENDAMA,2,T
3594,S.DIANA LOZANO,2,S
3595,JOSE FERNANDO DIAZ,2,S
3596,JOSE DANIEL OSORIO OROZCO,2,N
3597,S.LUZ MARIA GOMEZ,2,S
3598,RICARDO REYES EDIF COOMEV,2,N
3599,RICARDO REYES,2,N
3600,RICARDO REYES,2,N
3601,JORGE ENRIQUE MORALES,2,N
3602,LEON FELIPE JARAMILLO,2,S
3603,JAIME RAMON RUBIANO QX ON,2,S
3604,CARLOS KREISBERGER DUBALA,2,
3605,CARLOS KREISBERGER DUBALA,2,N
3606,LUIS GUILLERMO MAYORAL,2,S
3607,LUIS GUILLERMO MAYORAL,2,S
3609,FABIAN HURTADO ROJAS,2,N
3610,GUSTAVO GOMEZ TABAREZ,2,S
3611,GUSTAVO GOMEZ TABAREZ,2,S
3612,CARLOS SALGADO,2,S
3613,GUSTAVO GOMEZ TABAREZ,2,S
3614,ESTHER JULIA GUTIERREZ,2,S
3615,SUR.VES SOLUCIONES LTDA V,2,
3616,SUR.EVOLUTION SPA GIMNASI,2,
3617,AGENCIA DE VIAJES AVIOTELES LTDA,2,S
3618,JAVIER BENAVIDEZ,2,S
3619,JORGE GUILLERMO CABRERA,2,S
3620,JAMUN/NATALIA VARGAS NAVI,2,
3621,OPTICA MILAN,2,N
3622,DIANA FERNANDA RUIZ,2,S
3623,CAMPOSANTO METROPOLITANO,2,S
3692,JUAN JOSE RUIZ,2,S
3700,DIME CLIN NEUROCARDIOVASC,2,N
3701,DIME CLIN NEUROCARDIOVASC,2,N
3702,CICLO VITAL COLOMBIA,2,S
3703,CICLO VITAL COLOMBIA,2,S
3704,S.CICLO VITAL COLOMBIA,2,S
3705,CICLO VITAL COLOMBIA 1,2,
3706,  CICLO VITAL COLOMBIA,2,S
3707,SANDRA VIVIANA OROZCO,2,S
